tmk,lat,long,shape_area,shape_length,near_line,near_ce05,near_ce11,near_ce20,near_ce32,near_pf05,near_pf11,near_pf20,near_pf32,area,sa_ce05,sa_ce11,sa_ce20,sa_ce32,sa_pf05,sa_pf11,sa_pf20,sa_pf32,building_value,land_value,total_value,land_class,n,year_tce
12014084,0,0,2148.20105,194.2023802,3503.868936,3501.543162,3521.848527,3521.06332,3515.919244,0.188710013,0.084599602,0,0,471.754515358,0,0,0,0,20.2297619825,24.8172267722,40.8507141891,50.2653290882,153400,1240200,1393600,RESIDENTIAL,1,NA
23010001,21.29761005,-157.8454217,1361.883415,148.4512903,988.8361412,982.3849837,976.5538556,967.156832,955.5226593,794.9857046,794.5311827,693.1531424,0,403.004883284,0,0,0,0,0,0,0,16.9853521344,139500,1223200,1362700,RESIDENTIAL,1,NA
23010002,21.29748116,-157.845477,1230.111313,149.2307259,972.6534268,966.1470399,960.2550286,950.8452256,939.1618774,778.7726509,778.3147779,676.8261651,0,440.040327419,0,0,0,0,0,0,0,51.8020279706,119100,1282000,1401100,RESIDENTIAL,1,NA
23010003,21.29733859,-157.8455274,1259.592293,174.0084464,956.9646793,950.441666,944.5353137,935.1207236,923.4269195,763.1035338,762.6438947,661.1012296,0,444.876389618,0,0,0,0,0,0,0,32.3013887484,227400,1282000,1509400,RESIDENTIAL,1,NA
23010012,21.29754836,-157.8457414,1424.699753,153.7486358,975.5939661,968.8630874,962.8171628,953.2085062,941.380465,778.7385509,778.300998,679.4237638,0,517.613543353,0,0,0,0,0,0,0,2.90762038123,399700,1481500,1881200,RESIDENTIAL,1,NA
23010013,21.29766494,-157.8455233,1486.215164,156.9580455,990.4040066,983.8538898,977.9193993,968.4851398,956.7505701,794.7082453,794.2669414,694.4724001,0,504.307727713,0,0,0,0,0,0,0,323.451989151,111800,1466700,1578500,RESIDENTIAL,1,NA
23022028,21.29121749,-157.8371287,1779.039482,189.1987884,996.1972528,1005.444634,1011.669385,1008.497791,1001.043924,173.6479547,173.0054027,173.0054027,0,296.907246042,0,0,0,0,0,0,0,171.076157652,144600,1097100,1241700,RESIDENTIAL A,1,NA
23022029,21.29130142,-157.8371628,1705.196167,185.5792502,998.7217417,1008.285032,1014.549466,1011.483455,1004.130098,170.2953348,169.7022471,169.7022471,0,338.523643887,0,0,0,0,0,0,0,65.419871423,129800,1020100,1149900,RESIDENTIAL A,1,NA
23022031,21.29108043,-157.8369931,1671.16909,189.0091692,1018.107098,1025.408092,1028.23775,1023.606338,1016.275763,171.7860072,171.7860072,171.2073458,0,223.080051133,0,0,0,0,0,0,0,8.02985773767,117100,955200,1072300,RESIDENTIAL A,1,NA
23023003,21.29279009,-157.8363057,7746.002075,403.3690221,1153.651325,1174.005827,1181.137752,1180.027735,1173.952118,0,0,0,0,843.834511612,0,0,0,0,3.99176496196,15.863584706,58.0164304198,151.098665356,7244400,2382100,9626500,RESIDENTIAL,1,NA
23023014,21.29310039,-157.8360445,737.2659912,109.8489672,1186.751513,1209.094594,1216.33859,1215.211418,1209.509566,0,0,0,0,375.820953448,0,0,0,0,15.776478576,19.7782382204,36.7149995288,60.9659594617,94400,1041300,1135700,RESIDENTIAL,1,NA
23023015,0,0,1447.921738,153.0713275,1184.712423,1205.3516299999999,1212.487345,1211.37686,1205.301635,0.866803341,0.663971107,0,0,382.58497899,0,0,0,0,20.1772328444,26.1798724046,48.4778969803,81.2318435763,157000,1041300,1198300,RESIDENTIAL,1,NA
23023016,21.29284703,-157.8359993,1206.119392,139.2196853,1178.833116,1197.83871,1204.871581,1203.77693,1197.352703,0,0,0,0,376.565657688,0,0,0,0,30.0528545331,39.9083605336,53.6968880331,81.8168425702,161100,1041300,1202400,RESIDENTIAL,1,NA
23023017,0,0,2020.057281,203.2554975,1180.95362,1198.651154,1205.597905,1204.351979,1197.800217,3.28456321,2.790525802,1.336641345,0,375.11913303,0,0,0,0,27.6836023063,31.2420721847,40.2460308782,58.3989371446,316400,1022100,1338500,RESIDENTIAL,1,NA
23023027,21.29429782,-157.8361515,2483.811188,226.8918566,1238.156772,1273.912499,1281.963743,1280.71229,1277.60533,1.056774588,0.055882818,0,0,387.624424765,0,0,0,0,0,3.0979230291,14.9910681517,37.3126477133,190700,1020300,1211000,RESIDENTIAL,1,NA
23025012,0,0,4420.282227,322.8613204,1257.916676,1306.862335,1315.664564,1314.297421,1310.901591,11.7544925,0,0,0,325.142813052,0,0,0,0,0,0.115242431844,0.11524242916,0.314570090567,282700,1008200,1290900,RESIDENTIAL,2,NA
23027047,0,0,1340.981697,169.8802028,1407.958541,1405.458301,1404.367006,1401.26759,1396.195955,250.3825184,249.0468207,240.7074749,0,799.109565805,0,0,0,0,0,0,0,99.5128063538,102400,1840900,1943300,RESIDENTIAL,1,NA
23027049,0,0,908.331192,121.2731798,1422.574527,1420.066347,1418.971528,1415.862058,1410.773833,257.792033,255.9049853,246.9354,0,515.368731728,0,0,0,0,0,0,0,345.462275321,78000,1222400,1300400,RESIDENTIAL,1,NA
23027053,0,0,1200.894463,138.8082384,1388.525309,1390.689007,1389.614878,1386.564389,1381.553456,192.751574,190.8294049,182.2939826,0,265.947143432,0,0,0,0,0,0,0,241.16664334,46900,817800,864700,RESIDENTIAL,1,NA
23029011,0,0,1226.778206,142.9201272,1387.917537,1385.342808,1384.218449,1381.024812,1375.79802,298.826343,298.826343,298.6655676,0,360.745720042,0,0,0,0,0,0,0,136.198930121,67500,1019800,1087300,RESIDENTIAL,1,NA
23029027,0,0,1203.847717,143.1729004,1450.579973,1447.968384,1446.827619,1443.587195,1438.283238,382.6325256,382.6325256,320.8019458,0,464.522529334,0,0,0,0,0,0,0,89.93008374,135900,1225000,1360900,RESIDENTIAL,1,NA
23029028,0,0,1552.894737,161.9706224,1431.294847,1428.67721,1427.533754,1424.285666,1418.96911,372.4059807,372.4059807,295.94356,0,464.524227047,0,0,0,0,0,0,0,94.1871261094,67600,925000,992600,RESIDENTIAL,1,NA
23030002,21.29153082,-157.8319705,1106.1092,133.7907202,1236.363554,1233.685013,1232.514374,1229.188852,1223.744884,294.2877107,293.6985125,80.18475166,0,557.430701725,0,0,0,0,0,0,0,337.593022755,271100,1408800,1679900,RESIDENTIAL,1,NA
23030003,21.29163627,-157.8320697,1927.679283,193.1194629,1241.795358,1239.124389,1237.957141,1234.641291,1229.213266,288.7550489,288.231242,95.33856185,0,371.618701545,0,0,0,0,0,0,0,64.8090656601,600500,989200,1589700,RESIDENTIAL,1,NA
23030006,21.29185638,-157.8319802,2274.277496,228.9990079,1273.743436,1271.073732,1269.907047,1266.592794,1261.167371,310.90411,310.7156889,118.6055651,0,371.619240187,0,0,0,0,0,0,0,151.961773103,195000,1041300,1236300,RESIDENTIAL,1,NA
23030007,21.29166836,-157.8319215,1660.569138,165.2554532,1249.444073,1246.766502,1245.596296,1242.272008,1236.830063,302.8593236,302.3137791,85.60736157,0,557.430619442,0,0,0,0,0,0,0,290.96995132,154800,1408800,1563600,RESIDENTIAL,1,NA
23030016,21.29174105,-157.8323568,747.7270126,118.0415416,1239.373731,1236.716642,1235.555604,1232.257463,1226.858645,266.8149659,266.6857487,121.2102922,0,371.556541188,0,0,0,0,0,0,0,142.799996172,108400,1041300,1149700,RESIDENTIAL,1,NA
23030019,21.29201344,-157.832358,3245.31353,251.0777523,1276.238296,1273.582961,1272.422704,1269.126775,1263.731564,289.7616188,289.5629602,142.2658219,0,464.52368851,0,0,0,0,0,0,0,35.4688560189,238200,1225000,1463200,RESIDENTIAL,1,NA
23030022,21.29189717,-157.8321737,1791.478142,173.6013462,1259.589126,1256.929925,1255.767941,1252.467095,1247.063794,287.2182833,287.0355393,119.7971157,0,371.617229868,0,0,0,0,0,0,0,229.109217989,126500,1041300,1167800,RESIDENTIAL,3,NA
23030024,21.29165153,-157.8322749,1151.687683,140.3963886,1235.146001,1232.480144,1231.315185,1228.005864,1222.588614,277.5580595,277.0485339,106.0029609,0,371.618127474,0,0,0,0,0,0,0,13.4275688165,364100,989200,1353300,RESIDENTIAL,1,NA
23030026,21.29235632,-157.8317359,17704.45802,623.7931161,1301.959795,1299.291021,1298.124751,1294.81167,1289.388154,330.2371947,329.9966279,139.9220362,0,2438.22581192,0,0,0,0,0,0,0,96.9812431874,10302800,5157300,15460100,RESIDENTIAL,1,NA
23030040,21.29240486,-157.8319518,1292.058159,145.8245495,1323.993492,1321.333196,1320.170716,1316.868436,1311.462702,334.3060248,334.3060248,165.6110144,0,197.177515431,0,0,0,0,0,0,0,37.0204234402,48600,692100,740700,RESIDENTIAL,1,NA
23030042,21.292276,-157.8322218,2491.213966,240.3077959,1297.312019,1294.670059,1293.515773,1290.236863,1284.869683,293.80828,293.80828,157.1799337,0,455.326425577,0,0,0,0,0,0,0,319.684626021,65200,1225000,1290200,RESIDENTIAL,1,NA
23030045,21.29267362,-157.8321346,1986.076187,200.0567426,1338.501361,1335.862278,1334.709271,1331.433993,1326.072749,321.6100697,321.6100697,201.597802,0,457.638280233,0,0,0,0,0,0,0,51.5502220148,104300,1163800,1268100,RESIDENTIAL,1,NA
23030047,21.29250851,-157.8319155,1492.229309,157.6850613,1334.73501,1332.080227,1330.920211,1327.62495,1322.230777,336.9845591,336.9845591,175.5450441,0,559.260462959,0,0,0,0,0,0,0,75.9583607932,493400,1408800,1902200,RESIDENTIAL,1,NA
23031001,0,0,1461.830803,156.9552584,1208.360885,1205.832059,1204.728127,1201.592845,1196.46262,121.6226809,121.6226809,121.6226809,0,351.482042104,0,0,0,0,0,0,0,234.496547503,56700,1004500,1061200,RESIDENTIAL,1,NA
23031003,21.29233921,-157.8342468,3737.883408,304.9622369,1216.072392,1213.568406,1212.475497,1209.371637,1204.293189,105.8919419,105.8919419,105.8919419,0,993.79679412,0,0,0,0,0,0,0,561.044727772,847100,2281900,3129000,RESIDENTIAL,1,NA
23031023,0,0,1796.743919,176.1866017,1243.860874,1241.399381,1240.325305,1237.275109,1232.263945,105.2323651,105.2323651,104.6747261,0,312.650130688,0,0,0,0,0,0,0,64.9540787225,81500,853700,935200,RESIDENTIAL,1,NA
23031024,0,0,1475.878395,156.2702909,1240.580061,1238.099527,1237.017012,1233.942759,1228.91304,112.2732647,112.1822589,111.4998037,0,218.782017482,0,0,0,0,0,0,0,80.8567393925,81000,716900,797900,RESIDENTIAL,1,NA
23031027,0,0,1338.338799,147.5653897,1232.223848,1229.70308,1228.602719,1225.477598,1220.364056,134.0995376,134.0995376,134.0995376,0,355.109059325,0,0,0,0,0,0,0,160.701922374,215500,1004500,1220000,RESIDENTIAL,1,NA
23031028,0,0,2052.932991,183.4734065,1229.530192,1226.995659,1225.889189,1222.746651,1217.604406,135.1148336,135.1148336,135.1148336,0,346.904087533,0,0,0,0,0,0,0,177.783092337,126600,1004500,1131100,RESIDENTIAL,1,NA
23031029,0,0,1365.841202,148.5772539,1268.729038,1266.193934,1265.087201,1261.943883,1256.800251,166.2874559,166.2874559,166.2874559,0,370.307929712,0,0,0,0,0,0,0,301.63951724,93100,1004500,1097600,RESIDENTIAL,1,NA
23031030,21.29266397,-157.8340468,4928.811577,383.8678308,1263.075121,1260.559219,1259.46101,1256.341998,1251.23844,144.8423556,144.8423556,144.2357983,0,730.840426265,0,0,0,0,0,0,0,577.151490567,704300,1702800,2407100,RESIDENTIAL,1,NA
23031032,0,0,1458.534042,152.9292057,1268.57614,1266.079781,1264.990241,1261.895935,1256.833081,140.9319685,140.5021495,139.9695255,0,375.913792264,0,0,0,0,0,0,0,374.262913939,58600,1004500,1063100,RESIDENTIAL,1,NA
23031033,0,0,1733.184044,170.3239709,1271.785026,1269.30392,1268.221142,1265.146111,1260.115012,136.7161445,136.7161445,136.3487506,0,358.557306432,0,0,0,0,0,0,0,214.653353516,90200,1004500,1094700,RESIDENTIAL,1,NA
23031034,0,0,2477.366081,214.3688826,1268.403004,1265.936378,1264.86002,1261.803292,1256.800897,124.3622388,124.3622388,124.3622388,0,376.549213784,0,0,0,0,0,0,0,156.682808682,66800,1004500,1071300,RESIDENTIAL,1,NA
23031035,0,0,1759.492615,168.9472769,1280.495232,1278.043699,1276.974025,1273.936339,1268.845052,127.6406426,127.440626,127.0317429,0,357.888076019,0,0,0,0,0,0,0,11.3029385102,88100,1004500,1092600,RESIDENTIAL,1,NA
23031051,0,0,1459.39473,154.5356278,1295.02447,1292.570353,1291.499529,1288.458552,1283.39554,139.9895098,139.6155961,139.378467,0,353.759994504,0,0,0,0,0,0,0,7.6442579526,102400,1004500,1106900,RESIDENTIAL,1,NA
23031052,21.29303332,-157.8344378,2301.278496,211.0480466,1292.011752,1289.544469,1288.467812,1285.410211,1280.407244,146.517272,146.4369209,145.9362553,0,372.250470322,0,0,0,0,0,0,0,30.2802811084,203000,1004500,1207500,RESIDENTIAL,1,NA
23031053,0,0,1240.921204,141.0278804,1296.975454,1294.491305,1293.40717,1290.328251,1285.290668,155.7408518,155.6865329,155.2250975,0,352.508167869,0,0,0,0,0,0,0,323.15664389,43800,1004500,1048300,RESIDENTIAL,1,NA
23031054,0,0,2260.68129,193.6784661,1289.894785,1287.397792,1286.307965,1283.212825,1278.148534,158.2717952,158.2187254,157.9371113,0,373.895485634,0,0,0,0,0,0,0,310.030701922,128700,1004500,1133200,RESIDENTIAL,1,NA
23031055,21.29289535,-157.8340339,2302.840561,202.9357015,1289.468879,1286.967542,1285.875789,1282.775156,1277.701816,166.902129,166.5557811,166.0510042,0,348.727390471,0,0,0,0,0,0,0,217.340494871,230200,1004500,1234700,RESIDENTIAL,1,NA
23031056,0,0,1326.848717,145.7629541,1293.07511,1290.550244,1289.44805,1286.317653,1281.195255,183.7742442,183.7742442,183.718483,0,365.552834321,0,0,0,0,0,0,0,107.01654341,441200,1004500,1445700,RESIDENTIAL,1,NA
23031057,0,0,1720.681412,180.9235352,1288.81898,1286.287626,1285.182266,1282.042031,1276.90308,183.8824629,183.8824629,183.8824629,0,361.30331773,0,0,0,0,0,0,0,270.308771743,100900,1004500,1105400,RESIDENTIAL,1,NA
23031058,21.29305088,-157.8336509,1301.958694,152.1058128,1322.876295,1320.339722,1319.232324,1316.087074,1310.940128,211.5014847,211.3061099,210.733832,0,223.549955055,0,0,0,0,0,0,0,87.8076465626,44400,747300,791700,RESIDENTIAL,1,NA
23031059,21.29311707,-157.8337747,1122.356102,134.168276,1325.151731,1322.628182,1321.526565,1318.39779,1313.277987,206.7685124,206.3615231,205.7904608,0,343.115272445,0,0,0,0,0,0,0,109.540616048,91600,993900,1085500,RESIDENTIAL,1,NA
23031060,21.29319289,-157.8339181,1952.495369,184.5530552,1325.088727,1322.579191,1321.483792,1318.37274,1313.282137,196.4076716,196.402724,196.2537399,0,326.715488521,0,0,0,0,0,0,0,99.5879057137,239300,1004500,1243800,RESIDENTIAL,2,NA
23031061,21.2932288,-157.8340429,2168.829842,200.594448,1324.694633,1322.196944,1321.1068,1318.010725,1312.9448,187.8997335,187.758608,187.306746,0,344.196729793,0,0,0,0,0,0,0,101.783420728,230500,1004500,1235000,RESIDENTIAL,1,NA
23031062,21.2932821,-157.8341782,2108.51223,193.5613063,1326.266079,1323.781633,1322.69736,1319.61802,1314.579661,180.2587291,179.9975733,179.7369917,0,329.050635163,0,0,0,0,0,0,0,251.114244521,388700,1004500,1393200,RESIDENTIAL,1,NA
23031063,21.29333371,-157.8343081,1608.642052,196.8201122,1329.0734,1326.601216,1325.522377,1322.458522,1317.445668,175.8323253,175.8323253,175.5168325,0,337.023114289,0,0,0,0,0,0,0,157.01359323,50700,1004500,1055200,RESIDENTIAL,1,NA
23031088,21.29338749,-157.8338346,2480.764709,222.1264477,1347.347297,1344.834658,1343.737877,1340.622868,1335.525693,215.0100519,214.8530842,214.4142801,0,336.958539291,0,0,0,0,0,0,0,92.4214552914,83700,1004500,1088200,RESIDENTIAL,1,NA
23031093,0,0,1761.094719,171.9056485,1205.427371,1202.916052,1201.819892,1198.706773,1193.613093,107.4678395,107.4678395,107.4678395,0,361.282758003,0,0,0,0,0,0,0,348.221964582,55000,992200,1047200,RESIDENTIAL,1,NA
23032001,21.29064233,-157.8346525,2544.427795,265.4565719,1031.519868,1029.001363,1027.90207,1024.7802,1019.672694,0.208118842,0,0,0,475.389151033,0,0,0,0,40.7817986917,59.6730660956,206.459029858,432.22930527,216900,1105600,1322500,RESIDENTIAL,1,NA
23032011,0,0,1041.977196,140.9584499,1173.747051,1171.32471,1170.266197,1167.105834,1161.559934,23.81302219,23.28890324,22.62071996,0,493.494774933,0,0,0,0,0,0,0,157.301887747,978000,1296900,2274900,RESIDENTIAL,1,NA
23032015,21.29186426,-157.8350755,3230.588203,320.7397635,1162.710506,1160.294021,1159.217235,1155.987862,1150.382711,14.76170105,14.76170105,13.97401795,0,693.865536212,0,0,0,0,0,0,0,205.508885505,676500,1563500,2240000,RESIDENTIAL,1,NA
23032018,21.29160814,-157.8350573,1452.624229,159.8674334,1128.576675,1126.129103,1125.061236,1122.028882,1116.895347,0,0,0,0,307.925481833,0,0,0,0,38.7426638883,38.7426638883,38.7426638883,203.393757985,146600,813100,959700,RESIDENTIAL,1,NA
23032021,21.29176578,-157.8347128,1749.901955,185.6332083,1154.843956,1152.361783,1151.278567,1148.202411,1143.169846,38.5494846,38.5494846,38.5494846,0,300.735006469,0,0,0,0,0,0,0,59.5730950673,182300,894300,1076600,RESIDENTIAL,1,NA
23032022,21.29166327,-157.8347486,2053.973938,217.5106383,1142.033943,1139.552021,1138.468922,1135.39311,1130.361163,28.55633681,28.55633681,28.55633681,0,287.500479063,0,0,0,0,0,0,0,76.9333845187,471700,192000,663700,RESIDENTIAL,1,NA
23032023,21.29153807,-157.8348422,2039.353386,202.5610641,1121.771772,1119.302888,1118.225576,1115.166297,1110.161671,20.43606846,20.43606846,19.83143924,0,374.69685483,0,0,0,0,0,0,0,102.667792619,67500,1041300,1108800,RESIDENTIAL,1,NA
23032024,21.29148021,-157.8347057,2138.677849,200.1708382,1120.049261,1117.563738,1116.479049,1113.39873,1108.359433,25.2632123,25.2632123,25.2632123,0,464.257368097,0,0,0,0,0,0,0,343.579882063,300800,1243000,1543800,RESIDENTIAL,1,NA
23032025,0,0,1582.474953,178.9558984,1142.11449,1139.617414,1138.527592,1135.432612,1130.36905,48.42358164,48.42358164,47.79698753,0,525.162449618,0,0,0,0,0,0,0,316.864901262,173100,1271800,1444900,RESIDENTIAL,1,NA
23032026,21.29182379,-157.8345779,763.4935074,116.0170447,1166.557481,1164.072521,1162.988066,1159.908361,1154.869903,59.52309776,59.52309776,59.52309776,0,367.538572231,0,0,0,0,0,0,0,64.5604953312,153900,1041300,1195200,RESIDENTIAL,1,NA
23032027,21.29184291,-157.8343724,2791.698036,235.0048869,1166.309209,1163.802127,1162.707859,1159.600171,1154.515571,69.91555619,69.91555619,69.91555619,0,391.041243901,0,0,0,0,0,0,0,203.129422378,324200,1140500,1464700,RESIDENTIAL,1,NA
23032028,21.29179526,-157.8341895,1503.143005,159.5796464,1172.319111,1169.790465,1168.686623,1165.551629,1160.421983,91.21310541,91.21310541,91.18131468,0,292.876790067,0,0,0,0,0,0,0,155.467569276,358500,891700,1250200,RESIDENTIAL,1,NA
23032029,0,0,2361.962669,202.3430152,1157.414288,1154.882632,1153.777458,1150.63868,1145.502836,77.85062922,77.85062922,77.50193953,0,385.183589899,0,0,0,0,0,0,0,288.007624132,191100,1044000,1235100,RESIDENTIAL,1,NA
23032031,21.2915465,-157.8342856,1244.478165,143.2052747,1144.171895,1141.645687,1140.542935,1137.411078,1132.28669,69.92210263,69.92210263,69.92210263,0,361.172047043,0,0,0,0,0,0,0,209.964358343,94500,1006000,1100500,RESIDENTIAL,1,NA
23032033,21.29149247,-157.8344802,1270.745338,148.377298,1130.689886,1128.183098,1127.08897,1123.981723,1118.89797,49.80139141,49.80139141,49.80139141,0,199.299738447,0,0,0,0,0,0,0,174.383030472,54800,686800,741600,RESIDENTIAL,1,NA
23032034,0,0,1413.399124,150.4646798,1129.976877,1127.447597,1126.343485,1123.2077630000001,1118.077047,63.11180279,63.11180279,62.75985253,0,211.608178107,0,0,0,0,0,0,0,206.569559046,52500,747300,799800,RESIDENTIAL,1,NA
23032035,21.29133192,-157.8344439,1194.859413,147.1502736,1114.891918,1112.374092,1111.27507,1108.153881,1103.047187,46.82850121,46.82850121,45.94104522,0,358.798547443,0,0,0,0,0,0,0,306.455601754,122600,995300,1117900,RESIDENTIAL,1,NA
23032037,21.29106986,-157.83476,1989.50737,205.2364989,1072.234037,1069.741856,1068.654231,1065.565597,1060.512774,2.174654934,2.174654934,0.470751078,0,386.779907564,0,0,0,0,11.8045648953,12.7939404886,22.6010451873,363.12774176,312200,973800,1286000,RESIDENTIAL,1,NA
23032038,21.29103831,-157.8344747,1613.39782,163.2328445,1083.886849,1081.360008,1080.256994,1077.124451,1071.999133,30.5198205,30.37205891,29.20476762,0,466.194153071,0,0,0,0,0,0,0,359.619039885,556300,1225000,1781300,RESIDENTIAL,1,NA
23032039,21.29091419,-157.8346009,2452.386436,235.3185957,1066.635258,1064.113055,1063.012106,1059.885472,1054.769968,10.87780739,10.87780739,10.87780739,0,475.312204917,0,0,0,0,0,0,0,450.167174122,374000,1225000,1599000,RESIDENTIAL,1,NA
23032040,21.29081403,-157.8346583,1847.084282,186.4655551,1055.700271,1053.189969,1052.094308,1048.982772,1043.892224,3.736275113,3.320665518,0.689582794,0,405.591935981,0,0,0,0,22.8519229318,23.8634255722,27.4244505875,104.443908146,599500,1005400,1604900,RESIDENTIAL,1,NA
23032042,21.29137198,-157.8345706,1108.794128,138.6797149,1116.522902,1114.019119,1112.926331,1109.822916,1104.745537,35.53095217,35.53095217,35.53095217,0,259.790059375,0,0,0,0,0,0,0,187.011115828,192200,781200,973400,RESIDENTIAL,1,NA
23032044,21.29205932,-157.8353982,4550.287354,349.6618052,1157.505144,1155.027495,1153.863609,1150.448923,1144.790099,2.120600521,1.989435837,1.339422812,0,1346.04951499,0,0,0,0,157.215654076,171.221807495,194.231915671,454.064870255,411900,2990800,3402700,RESIDENTIAL,1,NA
23032047,21.29114813,-157.8348556,1767.695625,196.2502071,1080.492417,1078.012511,1076.930328,1073.857207,1068.829944,1.388585139,0.388312643,0.388350018,0,334.739623413,0,0,0,0,63.4482173704,68.4504131722,76.1200799484,230.316444764,257600,805000,1062600,RESIDENTIAL,1,NA
23033005,21.29061704,-157.8323371,1608.517281,162.519719,1139.006839,1136.321881,1135.148372,1131.814692,1126.357358,220.8173734,220.3502809,78.0412086,0,557.427674936,0,0,0,0,0,0,0,105.426494942,162500,1408800,1571300,RESIDENTIAL,1,NA
23033006,21.29085568,-157.8325818,2013.701805,189.3937591,1137.28569,1134.614391,1133.447006,1130.130798,1124.702298,212.0645329,212.0645329,93.80186964,0,557.426854516,0,0,0,0,0,0,0,74.1045545573,127900,1408800,1536700,RESIDENTIAL,2,NA
23033007,21.29075969,-157.8328654,3685.817436,256.7098362,1116.342891,1113.687763,1112.527617,1109.23207,1103.837691,179.0264539,179.0264539,129.0423247,0,464.52370969,0,0,0,0,0,0,0,51.3810692143,504100,1225000,1729100,RESIDENTIAL,1,NA
23033008,21.29092047,-157.8328571,1525.594078,163.2042247,1132.963205,1130.314097,1129.15664,1125.868754,1120.486994,184.7790554,184.7135154,124.9261667,0,464.523811787,0,0,0,0,0,0,0,102.133137996,193900,1225000,1418900,RESIDENTIAL,1,NA
23033009,21.29101395,-157.8327757,2578.772987,237.6000808,1147.191501,1144.545958,1143.390091,1140.106735,1134.732427,191.3265379,190.6079727,124.1730509,0,371.618850983,0,0,0,0,0,0,0,72.6663902242,165400,1041300,1206700,RESIDENTIAL,1,NA
23033010,21.29115192,-157.8327916,1433.298767,153.2804942,1159.116447,1156.469772,1155.313398,1152.028591,1146.65187,199.8706919,199.2137622,132.4696721,0,464.522552039,0,0,0,0,0,0,0,78.0605059802,138100,1225000,1363100,RESIDENTIAL,1,NA
23033012,21.29115176,-157.8322969,1539.599281,158.8308688,1192.557771,1189.881446,1188.711804,1185.38914,1179.949927,259.8452886,259.5891544,79.25793257,0,668.913297111,0,0,0,0,0,0,0,171.302857722,226100,1629300,1855400,RESIDENTIAL,2,NA
23033015,21.29091802,-157.8320824,915.9429398,130.3820183,1170.958895,1168.267507,1167.091108,1163.749175,1158.278195,252.976562,252.4640079,47.99273165,0,464.524218165,0,0,0,0,0,0,0,128.045107479,0,1225000,1225000,RESIDENTIAL,1,NA
23033016,21.2907483,-157.8320185,1387.039162,158.2922746,1165.676782,1162.981063,1161.802717,1158.455233,1152.975096,248.1643619,247.6200345,46.22410519,0,418.07255428,0,0,0,0,0,0,0,15.0181390099,603400,1076500,1679900,RESIDENTIAL,1,NA
23033017,21.29090271,-157.833252,2497.451439,210.296356,1114.619009,1111.991701,1110.843978,1107.583871,1102.247981,149.7146634,149.7146634,116.6404192,0,337.670955924,0,0,0,0,0,0,0,22.5669849883,178300,976600,1154900,RESIDENTIAL,1,NA
23033019,21.29082672,-157.8324011,1045.694038,129.837606,1146.651226,1143.974125,1142.80414,1139.48051,1134.039753,225.8594336,225.8594336,75.83969016,0,297.296671391,0,0,0,0,0,0,0,242.394351601,103000,892700,995700,RESIDENTIAL,1,NA
23033030,21.29044852,-157.8328233,1187.026642,143.8967601,1096.886624,1094.220716,1093.05575,1089.746459,1084.329426,175.9466069,175.9466069,120.5002918,0,280.793114259,0,0,0,0,0,0,0,12.7412129822,486700,894300,1381000,RESIDENTIAL,1,NA
23033032,21.29035725,-157.8326105,1260.133247,150.96695450000001,1088.682542,1086.00182,1084.830216,1081.50199,1076.05371,170.6830813,170.2577247,104.7750174,0,289.99094658,0,0,0,0,0,0,0,117.522620785,85000,894300,979300,RESIDENTIAL,1,NA
23033040,21.29029152,-157.8335416,3076.377266,252.398177,1040.628973,1038.012671,1036.86987,1033.623856,1028.311382,87.1156933,87.1156933,41.4985588,0,457.814712097,0,0,0,0,0,0,0,45.9662403442,86200,1163800,1250000,RESIDENTIAL,1,NA
23033041,21.29014691,-157.8335978,3306.297821,264.9803642,1022.6846,1020.067139,1018.923825,1015.676361,1010.361535,75.99793122,75.99793122,23.85741842,0,469.866915063,0,0,0,0,0,0,0,194.792872298,155700,1163800,1319500,RESIDENTIAL,1,NA
23033042,21.29028668,-157.8337848,1645.832153,163.3030954,1028.904634,1026.300433,1025.163029,1021.932422,1016.645415,68.55233367,68.55233367,28.75202539,0,571.584129834,0,0,0,0,0,0,0,230.507109872,177600,1408800,1586400,RESIDENTIAL,1,NA
23033043,21.29046159,-157.8338859,1688.750069,164.9225504,1044.053468,1041.465155,1040.334714,1037.123069,1031.864451,66.27497382,66.23789813,43.94599012,0,669.800374135,0,0,0,0,0,0,0,522.766339914,75300,1629300,1704600,RESIDENTIAL,1,NA
23033044,21.29048276,-157.8340484,1587.618996,168.1649645,1037.366668,1034.783232,1033.655072,1030.450837,1025.207347,51.49656236,51.18190253,37.77039697,0,554.430343163,0,0,0,0,0,0,0,344.02190114,95100,1408800,1503900,RESIDENTIAL,1,NA
23033047,21.29065512,-157.8341957,2489.6717,224.3936004,1063.143316,1060.589669,1059.474751,1056.308271,1051.127023,49.48815359,48.77552634,37.00819281,0,379.44607556,0,0,0,0,0,0,0,64.4620735621,327900,1041300,1369200,RESIDENTIAL,1,NA
23033048,21.29077504,-157.8341599,2531.28154,255.1965922,1066.258727,1063.699609,1062.582259,1059.408837,1054.216121,48.41718183,47.83755204,34.2151432,0,469.828779968,0,0,0,0,0,0,0,141.270028628,178600,1225000,1403600,RESIDENTIAL,1,NA
23033049,21.2909375,-157.8341733,1234.633438,155.0605985,1083.074652,1080.522464,1079.408189,1076.243524,1071.065207,57.2443238,56.83574997,41.82067596,0,232.72915795,0,0,0,0,0,0,0,122.045199622,46300,765600,811900,RESIDENTIAL,1,NA
