tmk,year_tce,lat,long,shape_area,shape_length,near_line,near_ce05,near_ce11,near_ce20,near_ce32,near_pf05,near_pf11,near_pf20,near_pf32,area,sa_ce05,sa_ce11,sa_ce20,sa_ce32,sa_pf05,sa_pf11,sa_pf20,sa_pf32,building_value,land_value,total_value,land_class,n,point_count,percenthazard_ce05,landvalue_ce05,percenthazard_ce11,landvalue_ce11,percenthazard_ce20,landvalue_ce20,percenthazard_ce32,landvalue_ce32,public_costce,public_costce_discounted,discount_countywide,capped_discounted
53006021,2075,21.58717558,-157.8881743,783.3742981,128.0359317,19.98479351,14.99781471,10.70781025,3.61404211,0,21.45418028,20.55459691,19.24979428,17.92216875,795.422210044,103.794767719,203.29258631,366.884339164,572.465565305,0,0,3.61600320111,16.1321108184,210000,907600,1117600,RESIDENTIAL A,1,2,0.1304901553016208,789167.276,0.2555782121029215,675637.4071999999,0.46124477608401854,488974.038,0.7197002523645061,254400.28,698974.038,154797.01617187588,154797.01617187588,154797.01617187588
53006024,2024,21.58768597,-157.8883663,2674.588913,237.4746129,5.793347139,0.884372632,0,0,0,10.40443216,8.856256814,6.65499734,4.515121778,445.277507413,22.3610619154,80.4772229218,175.178114415,291.884434303,0,0,0,0,220200,868900,1089100,RESIDENTIAL A,1,1,0.05021826061979784,825265.5798000001,0.18073498342496885,711859.3585,0.3934133467301332,527063.4443,0.6555112922698648,299326.49210000003,1045465.5798000001,1045465.5798000001,1045465.5798000001,779700
53006026,2050,21.58847917,-157.8886656,2648.672028,206.6919937,12.1071122,7.413595178,3.403361183,0,0,14.62171767,13.64449189,11.70169782,9.521855469,1036.10980672,132.884702672,247.835634062,443.373381193,695.426823573,89.9862536978,124.441570876,161.166285268,195.809031038,597600,723700,1321300,RESIDENTIAL A,1,1,0.12825349379972714,630883.3039,0.2391982321319496,550592.4074,0.4279212283460395,414013.5723,0.671190272558566,237959.79700000002,1148192.4074,532410.7653963027,532410.7653963027,532410.7653963027
53006027,2100,21.58857272,-157.8888338,1533.151154,185.6994011,24.73710565,20.28297201,16.5401568,10.1820288,2.098629669,28.78006442,27.59259935,25.17104994,23.04522599,5836.21804902,283.352814136,517.847722566,926.219511935,1456.27286949,272.901309107,337.700298957,485.173220794,644.398213246,11700,1873500,1885200,RESIDENTIAL,1,1,0.04855075868585475,1782539.7015,0.08873001629076478,1707264.345,0.1587020060174976,1576171.803,0.24952338265266372,1406018.6595,1417718.6595,149955.00920779575,149955.00920779575,149955.00920779575
53006040,2050,21.58819636,-157.8885707,442.0055542,100.6388431,13.95089665,9.159385015,5.049617167,0,0,19.97194994,18.24976418,16.53182372,14.61578431,1064.96252945,93.6915486189,173.694087966,305.52821908,469.280900835,19.9071184971,47.9788779277,86.1347894439,124.063379723,0,720900,720900,RESIDENTIAL,1,1,0.08797638041526872,657478.1015999999,0.16309877874830428,603321.9309,0.2868910507469123,514080.2781,0.4406548473375492,403231.81049999996,603321.9309,279757.1983063475,279757.1983063475,279757.1983063475
53006041,2100,21.58802745,-157.8886598,1518.032593,169.3247128,23.57827561,18.77389656,14.66700081,7.844292521,0,28.68913211,27.23770021,25.32761823,23.2640193,1244.14420927,113.84719196,211.624794187,374.388037427,580.011732701,37.1232790825,72.3390255912,118.871844401,162.174703968,172100,946800,1118900,RESIDENTIAL A,1,1,0.09150642756019393,860162.1192000001,0.1700966757793862,785752.1604,0.3009201301886633,661888.9439999999,0.466193330627903,505408.4675999999,677508.4675999999,71661.45963907134,71661.45963907134,71661.45963907134
53006042,2100,21.58774546,-157.8885336,1591.659698,162.3775558,22.25381126,17.35073168,13.16697334,6.235671304,0,27.4918713,25.90396283,23.77376812,22.10764808,1100.98741348,113.624363126,210.751739106,372.035110622,575.574455243,51.364838674,84.2421014649,133.691777045,176.185100615,202300,869400,1071700,RESIDENTIAL A,1,2,0.10320223622435086,779676.1812,0.19142066160398338,702978.5826,0.337910412114587,575621.0460000001,0.5227802318136633,414895.06799999997,617195.068,65281.98770945649,65281.98770945649,65281.98770945649
53006043,2050,21.58755068,-157.8883276,1434.282745,156.4313953,14.16780235,9.230389842,4.98135797,0,0,16.44038399,15.17891556,13.12718658,11.41464871,562.141585585,64.9835367928,122.270854848,219.082634234,344.992533892,4.66241426312,20.1122155511,43.2263468076,66.135128434,175500,870000,1045500,RESIDENTIAL A,2,1,0.11559994574173697,769428,0.21750900126123426,680767.17,0.3897285663468729,530935.77,0.6137111054201388,336071.43,856267.17,397046.57200768916,397046.57200768916,397046.57200768916
53006044,2050,21.5874068,-157.8882499,2418.606339,272.1702854,11.72307213,6.789140413,2.481295556,0,0,12.85441628,11.9557874,11.18778732,10.61877973,808.833843819,101.386593258,195.576254361,349.950636174,543.041001577,0,0,0.81767637756,9.3212723528,392800,892600,1285400,RESIDENTIAL,2,1,0.12534909862239665,780713.4826000001,0.2418002855043314,676769.32,0.4326607236433984,506406.79140000005,0.6713875856294178,293319.0712,1069569.3199999998,495953.65431398596,495953.65431398596,495953.65431398596
53006073,2030,21.58695535,-157.887979,2021.703125,193.5249354,9.016536243,4.27023616,0.30007562,0,0,12.55747474,11.67281844,9.536159038,7.814781162,424.863507928,43.115741713,101.675499082,199.998704446,325.241846303,0,0,0,0,550100,856400,1406500,RESIDENTIAL A,1,1,0.10148139557400317,769491.6716,0.239313325773393,651452.3468,0.4707363675957151,453261.6896,0.7655207854615688,200807.8156,1319591.6716,1105137.2502158668,1105137.2502158668,779700
53008003,2024,21.59268506,-157.8930272,3221.850754,261.5633651,2.899162601,0,0,0,0,3.34702007,3.257478998,2.726417983,1.852903093,631.426776063,26.0786298826,124.071700526,285.67592285,485.798013466,0,0,0,0,301400,865500,1166900,RESIDENTIAL A,1,1,0.041301114984705734,829753.9845,0.19649420206662388,695434.4430000001,0.4524292185250898,473922.70050000004,0.7693655573097361,199613.727,1131153.9845,1131153.9845,1131153.9845,779700
53008011,2075,21.59201581,-157.8919106,3340.129807,242.5040476,15.84210245,12.23862605,9.574719976,4.721510074,0,23.59656982,22.30623719,20.7286514,18.79662645,1402.0663516,8.4563124772,50.5284596221,177.296406967,363.057387217,0,0,0,0,463000,1025400,1488400,RESIDENTIAL A,1,1,0.006031321176454941,1019215.8126,0.03603856519660307,988445.6094,0.12645364947577137,895734.0684,0.25894451200735885,759877.797,1358734.0684,300909.5733529856,300909.5733529856,300909.5733529856
53008012,2075,21.59220013,-157.8920821,1443.850876,165.872663,14.901448480000001,10.7906481,7.406607143,1.5968963,0,18.47294471,17.89151376,17.03399868,16.33340078,712.70611041,34.6934963093,80.6938317046,162.182737826,269.910080886,0,0,0,0,479700,901200,1380900,RESIDENTIAL A,1,2,0.04867854477821412,857330.4852,0.11322174810340702,799164.3336,0.22755906741518014,696123.8291999999,0.37871161330541736,559904.7456,1175823.8292,260401.68934564842,260401.68934564842,260401.68934564842
53008013,2024,21.59246572,-157.8923975,2993.948517,299.0313999,1.875977211,0,0,0,0,3.05533757,3.05533757,2.7093266,1.914232042,485.801852373,30.6282567345,91.4847943563,195.207293872,331.765604388,0,0,0,0,283300,768300,1051600,RESIDENTIAL A,1,1,0.06304680928014153,719860.9899,0.18831709658870902,623616.0488999999,0.4018249270118454,459577.85250000004,0.6829237121419403,243609.49080000003,1003160.9899,1003160.9899,1003160.9899,779700
53008014,2024,21.59255296,-157.8926787,1955.514709,207.0496151,1.644052326,0,0,0,0,3.719648832,3.38345296,2.719402765,1.719190671,847.505242352,106.543433955,238.907869316,436.614201303,652.790733896,0,0,0,0.141203576619,277100,916700,1193800,RESIDENTIAL A,1,1,0.1257141886925917,801457.9762,0.28189544722222826,658286.8535,0.5151758118820675,444438.1608,0.7702497887616276,210611.825,1078557.9762,1078557.9762,1078557.9762,779700
53008017,2050,21.59189052,-157.8917267,2724.112152,244.2060816,10.42840705,7.381315613,5.738306966,2.202576747,0,19.59002926,18.64290336,16.81253727,15.40279389,1356.15541276,0,0,6.45374767257,102.096482632,0,0,0,0,626900,1013900,1640800,RESIDENTIAL,1,3,0,1013900,0,1013900,0.004758855520427086,1009074.8499,0.075283762960630607,937569.5523999999,1640800,760830.3087810973,760830.3087810973,760830.3087810973
53008018,2050,21.59235769,-157.8923125,2327.056732,206.9871955,12.82819344,8.143324833,4.167722548,0,0,14.17083287,13.96353951,13.20233486,12.55478097,770.904260388,61.0393070512,127.22303464,233.294401214,360.033553437,0,0,0,0.0660463610656,689700,903400,1593100,RESIDENTIAL A,1,1,0.07917884254586764,831869.6914,0.16503091392434127,754310.9946,0.30262435065098975,630009.4784,0.46702758297871294,481486.9048,1444010.9945999999,669580.28455925,669580.28455925,669580.28455925
53008019,2024,21.59261696,-157.8928028,1933.80098,219.0775901,3.945576176,0,0,0,0,5.490550087,5.049602767,4.592652186,3.97719899,519.553640021,46.1787553144,134.207007613,269.52108056,424.711521231,0,0,0,0,338300,868500,1206800,RESIDENTIAL A,1,1,0.08888159327020304,791305.983,0.25831213040404344,644156.028,0.5187550616508165,417961.28250000003,0.8174546158772624,158540.33249999996,1129605.983,1129605.983,1129605.983,779700
53008020,2030,21.59272653,-157.8933305,2512.381516,279.8165341,9.731823986,5.332458217,1.559249961,0,0,8.019127662,6.75987594,4.380304478,2.391724744,871.070549025,109.671955124,205.77261645,372.738483742,598.902016677,1.9690617944,3.64967501514,13.5849501637,27.9969066046,276600,926000,1202600,RESIDENTIAL A,1,1,0.12590479065875568,809411.9700000001,0.23622956450579555,707251.02,0.4279084904881824,529757.192,0.6875470848456057,289331.478,1086011.9700000002,909517.9274450012,909517.9274450012,779700
53009031,2024,21.59292126,-157.893637,4488.090302,336.7208979,2.951529179,0,0,0,0,2.796874715,1.9563169,1.115675779,0.275066939,729.481745919,0,38.0052099352,205.87317109,447.198793754,0,0,0,0,518900,898200,1417100,RESIDENTIAL,1,1,0,898200,0.052098918372962294,851404.6782,0.28221839990066,644711.7923999999,0.6130363045488132,347571.0648,1417100,1417100,1417100,779700
53009032,2030,21.59308825,-157.8939001,3329.289963,285.3888942,7.407991479,3.639158767,0.700639284,0,0,6.135557137,5.490073486,4.963721235,4.597409264,796.815179703,0,65.5389307016,283.661500578,562.291421663,0,0,0,0,504100,914100,1418200,RESIDENTIAL A,1,1,0,914100,0.08225110712126314,838914.3609000001,0.35599409725569015,588685.8846000001,0.7056735815105645,269043.3966,1418200,1187720.1728287584,1187720.1728287584,779700
53009033,2024,21.59333608,-157.8941212,2988.861877,229.0368924,1.423018077,0,0,0,0,0,0,0,0,585.763107756,0,0.837850270725,185.196118325,477.504573901,0,0,0,0,384700,787000,1171700,RESIDENTIAL A,1,1,0,787000,0.0014303568449961295,785874.59,0.31616214109910035,538180.5059999999,0.8151837621359809,145450.19199999998,1171700,1171700,1171700,779700
53009034,2030,21.59476129,-157.895395,1214.036392,151.8765131,6.703943069,3.348957701,1.016219734,0,0,5.849935617,4.833953685,3.435288887,2.419382654,509.134691414,1.3234136473,56.9819945573,198.078722465,389.124720375,0,0,0,0.223250043394,170300,776500,946800,RESIDENTIAL,1,1,0.0025993389757522412,774481.8765,0.11191929271023768,689594.8965,0.389049746177939,474402.675,0.7642863999196343,183031.92099999997,944781.8765,791239.9475687905,791239.9475687905,779700
53009035,2030,21.59505783,-157.8955873,1333.438446,153.718655,7.707329567,4.364412166,2.036698036,0,0,9.235103358,7.863304342,5.233902812,4.048642317,445.080365544,0,46.7094691226,155.708641467,307.456503017,0,0,0,0,185800,751800,937600,RESIDENTIAL,1,1,0,751800,0.1049461462212769,672901.5972,0.34984387881654794,488787.28079999995,0.6907887357403666,232464.8298,937600,785225.2390665943,785225.2390665943,779700
53009036,2024,21.59537387,-157.8956876,2395.521454,217.1418872,1.232091299,0,0,0,0,3.705932002,3.014113279,1.411372202,0.253536196,560.461246322,57.5060190754,178.736019129,384.979263353,537.216216156,0,0,33.9051714116,51.5169475807,230000,865700,1095700,RESIDENTIAL A,1,1,0.10260480890120502,776874.8515,0.3189087921813445,589620.4787,0.6868972045425227,271053.2671,0.9585251784694403,35904.90750000004,1006874.8515,1006874.8515,1006874.8515,779700
53009037,2024,21.59673719,-157.8960633,309.7757721,70.80337948,0,0,0,0,0,8.67295207,7.228218578,4.561604838,2.279670001,727.998135417,231.467119651,397.192211695,509.083816807,523.739664081,0,0,4.73313440533,105.56599039,455600,897200,1352800,RESIDENTIAL A,1,2,0.31795015452672115,611935.26,0.5455950947834323,407692.16599999997,0.6992927482093,269794.32039999997,0.719424458114855,251732.78720000005,1067535.26,1067535.26,1067535.26,779700
53009041,2100,21.59726777,-157.89643710000001,1889.238144,173.8682185,15.66517945,12.53739567,10.48217892,6.703085979,2.949216987,20.2894611,18.43377728,16.20109661,11.24443127,727.412590769,0,0,0,2.99529476392,0,0,0,0,217200,896300,1113500,RESIDENTIAL A,1,1,0,896300,0,896300,0,896300,0.004117738408615473,892609.0366,1109809.0366,117386.7771204629,117386.7771204629,117386.7771204629
53009042,2050,21.59711332,-157.8963375,2166.277084,223.4006869,10.96031848,7.474059388,4.969038599,0.163408707,0,16.08599666,14.53892931,11.99339224,9.229382429,660.225749556,33.7557279356,82.5674023801,190.902063618,344.220495585,0,0,0,5.88207920107,343700,886100,1229800,RESIDENTIAL A,1,1,0.051127554413472415,840795.4792000001,0.12505934892061746,775285.2200999999,0.2891466498336078,629886.8433,0.5213678742710162,424115.81519999995,1118985.2201,518867.5466419839,518867.5466419839,518867.5466419839
53009043,2024,21.59695261,-157.8961938,1607.19278,171.1337065,2.999161753,0,0,0,0,8.448545032,6.621550948,4.881319842,3.881166259,482.925719086,81.3547671025,150.076632001,268.086170056,404.228742641,0,0,3.38894477841,30.664262706,200700,854300,1055000,RESIDENTIAL A,1,1,0.16846227874645925,710382.9134,0.3107654574393752,588813.4605,0.5551292040593492,380053.2953,0.8370412398123166,139215.87369999997,911082.9134,911082.9134,911082.9134,779700
53010016,2030,21.59883834,-157.8970928,1257.808304,172.3006288,9.100264817,4.395182435,0.327242618,0,0,13.636495,12.20833753,9.9810268,8.006687653,796.275781575,111.711957659,229.457829628,417.550289025,648.245970979,0,0,0,0,170300,907300,1077600,RESIDENTIAL A,1,1,0.14029304952366936,780012.1611,0.28816376805300054,645848.8028000001,0.5243789886452443,431530.9333,0.8140973089710161,168669.79190000004,950312.1611,795871.4738562707,795871.4738562707,779700
53010017,2030,21.59908847,-157.8971413,1845.664566,195.8166057,7.277503733,2.788132549,0,0,0,10.41229876,8.642210579,7.757187756,6.786787823,649.51759254,104.516456699,219.061177784,400.363859559,616.292303525,0,0,0,1.25013610481,362500,879200,1241700,RESIDENTIAL A,1,1,0.16091397353885137,737724.4112,0.33726750483746026,582673.9744,0.6164018714155828,337259.3616,0.9488462061742324,44974.59680000003,1100224.4112,921420.6231990431,921420.6231990431,779700
53010018,2024,21.59944592,-157.8971922,4343.356873,369.6061586,0.339089136,0,0,0,0,1.379697996,0.75180651,0.036106324,0,644.641439743,129.588033969,262.380982847,474.29543392,644.641439756,0,0,0,0.558542730602,450800,824500,1275300,RESIDENTIAL,1,2,0.20102343097996156,658756.5365,0.40701848604645047,488913.659,0.7357507672933468,217873.30049999995,1.0000000000201663,0,1109556.5365,1109556.5365,1109556.5365,779700
53010019,2024,21.60110676,-157.89775,1470.125671,178.2131726,4.946299754,0,0,0,0,6.178979633,5.11195207,4.210384159,3.814156219,426.378219707,158.220626113,295.096725939,383.878163589,383.878163582,0,4.22521879664,28.7932848788,63.1442696216,397500,810100,1207600,RESIDENTIAL A,1,1,0.3710804604928614,509488.09199999995,0.6921008445079243,249428.97990000003,0.9003231071530685,80748.33770000002,0.9003231071366512,80748.33770000002,906988.092,906988.092,906988.092,779700
53010020,2024,21.60132043,-157.8977811,2649.113983,229.7540749,1.169992599,0,0,0,0,3.553283312,2.553075931,1.696259864,0.696115458,621.853103835,158.658844989,314.732813579,538.926280683,607.914061852,0,1.76498586229,8.6954766415600009,20.3164206589,209100,860300,1069400,RESIDENTIAL A,1,1,0.25513878440188326,640803.9183,0.5061208372813878,424884.1037,0.8666456392344333,114724.44619999998,0.9775846708860386,19283.62449999997,849903.9183,849903.9183,849903.9183,779700
53010022,2024,21.59972379,-157.8972472,1053.979965,139.9406907,1.035466502,0,0,0,0,0.910019496,0,0,0,423.941058879,77.7584759176,190.784519851,367.389086597,423.941058865,0,0,0.288708321876,21.0789254193,481300,678100,1159400,RESIDENTIAL A,1,2,0.18341812921638614,553724.2542,0.45002604927080947,372937.36939999997,0.8666041632496349,90455.82759999998,0.9999999999669765,0,1035024.2542,1035024.2542,1035024.2542,779700
53010028,2030,21.59858599,-157.8970193,2025.974838,181.1246613,8.406334322,3.661673652,0,0,0,15.08242117,13.42712103,10.59141276,0,832.719829035,68.3100536441,140.526982665,259.188197276,410.186396634,0,0,0,215.78383404,206100,910800,1116900,RESIDENTIAL,1,1,0.08203245709095378,836085.2544,0.16875661869112704,757096.1244,0.3112549842560625,627308.946,0.49258632055074975,462152.67120000004,1042185.2544,872813.74310784915,872813.74310784915,779700
53013009,2075,21.60291279,-157.8991296,2908.761276,231.9460508,22.18810007,15.86029661,9.737027712,1.162092136,0,24.51069258,23.41425924,20.9542483,19.53351823,491.054733962,0,0,3.31728468243,145.97945964,0,0,0,0,623500,646000,1269500,RESIDENTIAL,1,1,0,646000,0,646000,0.006755427558278475,641636.27,0.29727736959623025,453959.058,1265136.27,280181.10687941854,280181.10687941854,280181.10687941854
53013010,2100,21.60282804,-157.8990527,1064.726532,154.7114235,31.36678903,25.67806743,20.15883212,12.08760096,2.820593893,33.65306443,32.36584704,29.27997687,27.34289036,271.958260421,0,0,0,16.6497875357,0,0,0,0,85200,485000,570200,RESIDENTIAL,1,1,0,485000,0,485000,0,485000,0.0612218489334562,455307.33,540507.3300000001,57170.56843677038,57170.56843677038,57170.56843677038
53013011,2100,21.60277177,-157.8990078,1188.951141,173.0302707,35.98222568,30.32426902,24.81783732,16.19966782,5.96212574,38.16563424,37.03934109,34.68012206,32.681193,256.103230163,0,0,0,11.2299085254,0,0,0,0,90100,440700,530800,RESIDENTIAL,1,1,0,440700,0,440700,0,440700,0.04384914832293443,421375.74569999997,511475.74569999997,54099.83824509837,54099.83824509837,54099.83824509837
53013022,2024,21.60152217,-157.8978273,2192.831345,222.0621574,2.890173656,0,0,0,0,3.833394499,3.051991278,2.830536543,1.835704827,464.892632808,86.0681468533,178.084593516,313.888967784,457.717345504,0,0,0.579807322341,4.71959491171,203400,758700,962100,RESIDENTIAL,1,1,0.18513553620636966,618237.3168,0.38306606934239956,468067.8258,0.6751859367787308,246436.38180000003,0.9845657108811113,11709.775799999961,821637.3168,821637.3168,821637.3168,779700
53013023,2030,21.60164065,-157.8978828,1605.159775,166.7543557,8.988921465,3.230448321,0,0,0,9.57498032,9.175790932,8.665317289,8.570839557,553.404504736,95.8093343572,195.007354048,338.70863069,500.2381524,0,0.114895561483,1.17265276456,7.11324084894,183800,819600,1003400,RESIDENTIAL,1,1,0.17312713130679258,677705.1108,0.35237760513176103,530790.9911999999,0.6120453082534627,317967.91800000006,0.9039285877129553,78739.79160000001,861505.1108,721496.9673475072,721496.9673475072,721496.9673475072
53013024,2030,21.60176467,-157.8979454,1920.69368,187.6882284,11.02901364,4.633994246,0,0,0,11.87923809,11.53253843,11.53253843,10.60749668,591.134626078,97.6479343941,198.292159502,341.816429584,502.396550003,0,0.597138645251,2.62222045472,5.65397270059,654700,872000,1526700,RESIDENTIAL A,1,1,0.1651873026656628,727956.936,0.3354433165548239,579493.704,0.5782378742586083,367776.464,0.8498851663220096,130900.28,1382656.936,1157953.416294459,1157953.416294459,779700
53013026,2050,21.60201116,-157.8980612,2079.754715,211.2481321,15.11658489,7.276165048,0,0,0,15.39789555,13.98336053,11.87453692,10.461787319999999,651.589593836,115.02068554,239.286306308,410.648781989,592.866539906,21.855903808,30.8429889349,43.916584897,65.6691554759,419300,878100,1297400,RESIDENTIAL A,1,1,0.17652320820972137,723095.1537,0.3672346958447997,555630.9465,0.630226120665084,324698.5494,0.9098772379339438,79137.00629999996,974930.9465,452070.3395086802,452070.3395086802,452070.3395086802
53013028,2024,21.60230434,-157.8980953,1354.047043,164.947862,2.627205759,0,0,0,0,5.083588701,4.250651716,3.696858184,2.800127292,639.821068402,129.714558909,274.89497731,473.062581844,556.095028949,43.6820247858,53.0830149112,65.418517494,77.7657305486,311600,858600,1170200,RESIDENTIAL,1,1,0.20273567926259697,684530.8704,0.42964352204995426,489707.6616,0.7393669968160137,223779.4938,0.8691414778476865,112355.53739999996,996130.8704,996130.8704,996130.8704,779700
53013029,2030,21.60239858,-157.8982292,1893.971283,184.6040035,10.33463285,1.420864546,0,0,0,11.48319555,10.97890556,8.726741665,6.585184496,610.120014759,156.832155061,300.634609772,504.270473871,587.741686646,13.104834293,27.9282925403,60.5086981671,90.3066237407,316100,854300,1170400,RESIDENTIAL A,1,1,0.25705131985048774,634701.3307,0.4927466768825014,433346.23789999995,0.826510295798424,148212.50700000004,0.963321432551529,31334.869700000014,950801.3307,796281.1456951189,796281.1456951189,779700
53013030,2030,21.6025206,-157.8983118,2005.976013,186.6279845,9.399578963,2.534244552,0,0,0,7.961917969,6.550312733,5.140237156,4.418783325,545.074192854,123.428465917,234.771104271,391.154173341,545.045215839,4.08667443965,9.19193294626,16.5401878546,30.9744990875,718600,863400,1582000,RESIDENTIAL A,1,1,0.22644342281319627,667889.1138,0.43071403370198497,491521.53239999997,0.7176163877671824,243810.34559999997,0.9999468384022214,45.76019999997387,1386489.1138,1161162.8048707715,1161162.8048707715,779700
53013031,2030,21.60261641,-157.8984263,1484.488861,157.6258758,10.80351422,4.157466811,0,0,0,13.44459372,12.71160949,10.62256871,9.213180865,461.027061269,113.971445517,227.881868385,387.615005226,443.40824357,6.88401891728,23.8126597269,42.1882274646,65.9436763764,809800,791100,1600900,RESIDENTIAL A,1,1,0.24721205129106286,595530.5868,0.4942917401805954,400065.59880000004,0.8407641064693043,125971.59960000003,0.9617835498625541,30232.67760000002,1405330.5868000002,1176942.2418810017,1176942.2418810017,779700
53013032,2030,21.6027355,-157.8985025,1375.321075,149.1004069,6.667927916,0.206762521,0,0,0,9.525141384,8.114468543,5.96701406,3.899067925,420.88706508,105.252532607,208.955250315,342.274543396,344.249211577,23.9508790692,43.7220755819,70.7542289369,97.2595629679,637500,832300,1469800,RESIDENTIAL A,1,1,0.2500730987943147,624164.2421,0.4964639392642843,419093.01279999997,0.8132218160017397,155455.3294,0.8179134977967709,151551.01009999998,1261664.2421,1056623.9399794645,1056623.9399794645,779700
53013033,2024,21.60285214,-157.8985563,2053.640259,184.2846347,0.663370944,0,0,0,0,3.493027288,2.0814636,0,0,331.532671385,103.589899114,205.678456075,287.234221217,287.234221194,1.96631571426,16.0291793937,54.4461591526,91.3630191385,427600,646100,1073700,RESIDENTIAL A,1,1,0.3124575888139357,444220.8862,0.6203866883338056,245267.9593,0.8663828515514316,86329.94369999999,0.8663828514820567,86329.94369999999,871820.8862000001,871820.8862000001,871820.8862000001,779700
53013034,2024,21.60295418,-157.8986747,1153.925964,142.3738166,3.903641522,0,0,0,0,4.940705426,4.162268184,2.0946701,0.041250027,230.288017459,93.7844556115,188.149377505,227.138953274,227.138953255,0,0.0124124130902,12.3756924133,27.0160082546,182100,465500,647600,RESIDENTIAL,2,1,0.407248525764903,275925.5905,0.8170176615398486,85178.12099999998,0.9863255404265198,6365.246999999983,0.9863255403440143,6365.246999999983,458025.5905,458025.5905,458025.5905,458025.5905
53013035,2024,21.60306618,-157.8987666,1196.373169,145.7832205,0,0,0,0,0,1.057816081,0.297878142,0,0,291.745174741,141.355471243,254.219095015,274.100609541,274.100609582,0,0.0230025960408,9.29684295657,67.3379141173,214500,509000,723500,RESIDENTIAL,1,1,0.48451691229680105,262380.847,0.8713737776149538,65470.63400000001,0.9395206271511972,30783.810999999976,0.9395206272917309,30783.810999999976,476880.847,476880.847,476880.847,476880.847
53013038,2100,21.60269352,-157.898926,2258.549744,277.6882936,33.12096043,26.90378958,20.77176213,11.79899764,1.518973141,34.43316599,33.534689,31.41883911,29.43590124,516.289114288,0,0,0,5.82507208646,0,0,0,0,302400,640400,942800,RESIDENTIAL,1,1,0,640400,0,640400,0,640400,0.011282577775231995,633174.3668,935574.3668,98957.61888155615,98957.61888155615,98957.61888155615
53014003,2100,0,0,3023.14212,256.64252,22.88669694,18.02552839,13.50260748,6.197151211,0,0,0,0,0,1621.52468855,0,0,223.292399248,692.872486258,551.796798841,592.696560339,640.489625635,707.588135729,396800,510200,907000,RESIDENTIAL,2,1,0,510200,0,510200,0.1377052109195282,439942.90900000004,0.4272969083668905,292193.0706,688993.0706,72876.20964399846,72876.20964399846,72876.20964399846
53014004,2100,21.60427454,-157.9006649,2744.075272,235.7818137,21.75370539,16.94613709,13.01997761,6.85868492,0,19.74608039,19.11098772,18.56044378,17.92535081,473.031561038,0,0,0,70.4589891757,0,0,0,0,345700,630000,975700,RESIDENTIAL,1,1,0,630000,0,630000,0,630000,0.14895198329068748,536160.24,881860.24,93276.16556575974,93276.16556575974,93276.16556575974
53014012,2075,21.60451876,-157.9009053,2062.528015,218.6209929,20.20842827,15.37728816,11.43789562,5.287531393,0,18.46010449,17.92892733,17.28192169,17.0503399,486.628534254,0,0,0,108.285400887,0,0,0,0,276300,630000,906300,RESIDENTIAL,1,1,0,630000,0,630000,0,630000,0.2225216839226273,489811.14,906300,200712.08389655687,200712.08389655687,200712.08389655687
53014049,2100,21.60372161,-157.8998335,273.909729,65.6285565,21.77671904,17.29282506,13.81093836,8.218101677,1.181791435,10.9219639,9.592870441,8.560457254,7.560277441,863.80815393,0,0,0,106.052000051,206.491789384,217.497065973,238.528907762,300.836799181,625200,656700,1281900,RESIDENTIAL A,1,1,0,656700,0,656700,0,656700,0.12277263136322984,576074.9709,1201274.9709,127061.31651390887,127061.31651390887,127061.31651390887
53014050,2100,21.60380387,-157.9000385,1155.626617,142.0413557,24.33335299,19.76297686,16.16052772,10.41391061,3.233310557,6.146047957,5.268141194,3.909528883,0,645.963435412,0,0,0,59.412733981,153.14411792,160.145663537,194.664835589,307.689053574,166500,617000,783500,RESIDENTIAL,1,2,0,617000,0,617000,0,617000,0.0919753823884879,560251.4249999999,726751.4249999999,76869.9882006834,76869.9882006834,76869.9882006834
53014051,2100,21.60388338,-157.9001208,2100.103958,234.643108,20.81433424,16.22472486,12.59613299,6.800530573,0,4.750565879,3.92919753,2.752672565,0.912310728,793.494750336,0,0,0,71.9041486757,187.310420635,192.314633753,212.800083283,250.7986792,385000,664700,1049700,RESIDENTIAL,1,2,0,664700,0,664700,0,664700,0.09061704396311718,604466.8801000001,989466.8801000001,104657.94050318377,104657.94050318377,104657.94050318377
53014052,2100,21.60396558,-157.9003253,2233.476776,235.7832822,25.60035138,20.8621037,17.01015684,10.92841262,3.423027881,6.630582579,6.630582579,6.318182244,4.020937702,828.967502437,0,0,0,78.8972458382,143.982580687,143.982580687,151.898745478,182.946785502,512300,703800,1216100,RESIDENTIAL,1,1,0,703800,0,703800,0,703800,0.09517531821966212,636815.835,1149115.835,121544.33777363208,121544.33777363208,121544.33777363208
53016010,2100,21.60560605,-157.9027171,2805.015015,237.3979451,17.67938984,14.30416111,12.30260031,8.572682447,3.394558828,21.39550906,20.49732732,18.69069,16.92776322,469.33132155,0,0,0,0,0,0,0,0,471700,568000,1039700,RESIDENTIAL A,1,1,0,568000,0,568000,0,568000,0,568000,1039700,109971.20058244196,109971.20058244196,109971.20058244196
