tmk,year_tce,lat,long,shape_area,shape_length,near_line,near_ce05,near_ce11,near_ce20,near_ce32,near_pf05,near_pf11,near_pf20,near_pf32,area,sa_ce05,sa_ce11,sa_ce20,sa_ce32,sa_pf05,sa_pf11,sa_pf20,sa_pf32,building_value,land_value,total_value,land_class,n,point_count,percenthazard_ce05,landvalue_ce05,percenthazard_ce11,landvalue_ce11,percenthazard_ce20,landvalue_ce20,percenthazard_ce32,landvalue_ce32,public_costce,public_costce_discounted,discount_countywide,capped_discounted
31037005,2024,0,0,7043.891224,418.2628898,4.633603359,0.653035848,0,0,0,5.832245557,5.509288405,5.316912478,4.545170056,2377.26342121,168.578010587,283.566203023,505.498361288,814.388606818,214.79439823,227.205214469,245.233781731,266.776117733,3477700,7226200,10703900,RESIDENTIAL,1,3,0.0709126338641915,6713768.4794,0.11928261735448234,6364237.1854,0.21263876639750215,5689628.0582,0.342573986354228,4750691.7612000005,10191468.4794,10191468.4794,10191468.4794,779700
31037006,2050,0,0,4617.760162,288.6892813,12.69651077,7.976639757,4.255370966,0,0,13.9616929,13.73329378,12.96166606,12.020188,1327.74158183,121.847946617,219.023615485,383.726705188,593.844960779,111.860818997,119.990025764,130.391616124,146.79018492,3984100,5740200,9724300,RESIDENTIAL A,1,1,0.09177082971903266,5213416.1058,0.1649595211013306,4793296.608,0.289007070682472,4081242.0186,0.44725944333272677,3172843.8881999995,8777396.608,4070032.527766209,4070032.527766209,779700
31037009,2100,21.25621348,-157.8133875,1837.673641,234.9506645,23.83941177,18.69323305,14.24064146,6.849313216,0,25.41295101,25.28156937,25.18934092,24.42458151,2264.53705074,285.088496682,510.935433982,867.296132423,1312.4021722,140.102670453,155.562166697,168.567694649,187.343362136,5118200,6951000,12069200,RESIDENTIAL A,1,3,0.1258926174728912,6075917.757,0.22562467406529638,5382680.625,0.38299048016882176,4288836.510000001,0.579545462403071,2922582.705,8040782.705,850490.0718393626,850490.0718393626,779700
31037010,2050,0,0,2635.067482,206.0021108,10.85927955,7.103674662,4.690867874,0,0,13.17048011,12.3876989,12.18996179,11.40719969,1241.67451451,85.9377216026,142.78908079,253.989689707,410.525718688,54.2405622148,81.9374694875,99.9060126464,110.910800008,2989000,5649300,8638300,RESIDENTIAL,1,1,0.06921115042496742,5258306.2977,0.11499719058528686,4999647.4479,0.20455416193126225,4493713.0878,0.33062265021200427,3781511.4861,7988647.4479,3704293.700956291,3704293.700956291,779700
31037011,2100,21.25617803,-157.813489,1624.060909,175.5714681,25.127228,20.25888876,16.19455111,9.278864923,0.419596887,27.00813544,26.89850901,26.89850901,26.58193494,1685.73135273,119.440948839,217.49585825,391.598379091,625.80899324,70.494569351,79.0926776775,90.628249467,105.333663696,2733800,6266800,9000600,RESIDENTIAL A,1,1,0.0708540827965075,5822772.1528,0.12902166047856373,5458244.9304,0.2323017712500964,4811009.8264,0.3712388645002763,3940319.4348,6674119.4348,705935.2958310714,705935.2958310714,705935.2958310714
31037012,2024,0,0,1430.77206,165.7110092,3.489645666,0,0,0,0,9.88182807,8.881608276,6.881192239,5.880960754,510.740618997,150.401288149,264.426181102,403.410719115,404.268541923,0,0,2.75503295306,34.2657813677,2876800,4986000,7862800,RESIDENTIAL A,1,1,0.2944768490204681,3517737.678,0.5177308623333778,2404593.2339999997,0.7898543881378065,1047787.9560000002,0.7915339545871808,1039411.4760000003,6394537.677999999,6394537.677999999,6394537.677999999,779700
31037013,2050,0,0,4582.930107,299.8873385,11.13572663,7.057196012,4.206235926,0,0,15.63071645,13.63675344,12.63712586,11.87936692,1322.61029121,119.744046498,207.720928585,362.147705404,562.371872534,57.0698926954,79.2686040792,100.765324811,115.277619864,4910600,5726300,10636900,RESIDENTIAL A,1,2,0.09053615210301386,5207863.7032,0.15705376705859814,4826961.6798,0.27381285917009346,4158364.6181,0.42519847023079627,3291488.6926,9737561.6798,4515256.009030482,4515256.009030482,779700
31038001,2030,21.25639512,-157.8004562,201.3360634,57.29096653,6.470783266,2.403098562,0,0,0,10.00594274,9.315561394,7.881032296,5.704609046,2419.05154807,104.159177751,181.451635079,321.158832341,511.11390518,25.7758979934,37.7179205047,55.286601994,80.0677206624,788700,5052600,5841300,RESIDENTIAL,2,2,0.04305785787578676,4835045.1492,0.07500941235575082,4673609.5266,0.13276229379949808,4381806.7188,0.21128690109468057,3985051.3038,5623745.1492,4709798.026056068,4709798.026056068,779700
31038002,2075,21.2564214,-157.8007112,276.550663,66.52062329,13.96785626,10.03072024,7.393226148,2.208597026,0,20.08557618,19.12113733,17.5320829,15.20928009,2329.05114432,143.858952911,241.254352214,431.000893408,689.886683806,0,0,0,14.6513872499,3898200,6339600,10237800,RESIDENTIAL,1,3,0.061767193589474266,5948021.9268,0.10358482371774523,5682912.534,0.18505428464252852,5166431.661599999,0.2962093320657509,4461753.4236,9064631.6616,2007482.1919391423,2007482.1919391423,779700
31038006,2030,0,0,5156.814671,574.7384391,10.11845782,6.006485891,3.071268333,0,0,17.70982226,16.80899182,14.80852452,13.59622736,1987.19442106,116.795735683,200.276095408,357.21734519300003,577.791679666,0,0,0,2.73124345822,1880400,6245700,8126100,RESIDENTIAL,1,1,0.05877418658447087,5878615.2282,0.10078334222635833,5616239.616900001,0.17975963569908515,5122972.967999999,0.29075749888518565,4429719.005100001,7759015.2282,6498053.100986231,6498053.100986231,779700
31038008,2075,0,0,3071.008057,296.2687294,17.03498433,13.13909211,10.40782819,5.062900277,0,24.31489052,23.31462732,21.68204084,20.21752867,1264.30399172,106.450377786,180.914535868,324.868645973,530.903613428,0,0,0,9.87246539898,305100,5824100,6129200,RESIDENTIAL,1,1,0.08419682171625628,5333728.2523,0.1430941743859228,4990706.2346,0.2569545363303316,4327568.3845,0.4199176913977322,3378455.5762,4632668.3845,1025965.4920607862,1025965.4920607862,779700
31038009,2075,0,0,5016.397823,334.0705894,13.53696965,9.934647271,7.699309621,3.023261016,0,23.31465384,22.31446287,20.3140096,18.31363156,1890.7602235,15.0192596493,74.6688383283,257.67929181,552.493892864,0,0,0,0,444400,6043800,6488200,RESIDENTIAL A,1,1,0.007943503074915412,5995788.052800001,0.039491437042228426,5805124.2942,0.13628343171563445,5220132.8046,0.29220727514632955,4277759.3334,5664532.8046,1254485.4722626877,1254485.4722626877,779700
31038010,2030,0,0,4347.88269,283.1871623,7.575507355,4.179789555,2.141816776,0,0,16.91286989,15.9126491,13.91806607,11.9940858,941.092751605,58.7703035563,110.999821214,220.159101547,378.064799363,0,0,0,0,2521400,8602500,11123900,RESIDENTIAL A,1,1,0.06244900245599528,8065282.4775,0.11794780166428205,7587852.33,0.2339398546758824,6590031.149999999,0.4017295837399917,5146617.675000001,10586682.4775,8866179.905414954,8866179.905414954,779700
31038011,2050,0,0,4269.090679,289.2002043,9.998279877,6.49676835,4.404431311,0,0,19.47636433,18.48118881,16.96717179,15.06661892,1049.30902032,107.948312805,173.482635694,312.542840455,519.706944698,0,0,0,0,1191000,5064600,6255600,RESIDENTIAL,1,1,0.10287561691986581,4543574.2104,0.16533035772540514,4227269.682,0.2978558598111414,3556078.5024,0.49528493001947976,2556179.589,5418269.682,2512423.0833833,2512423.0833833,779700
